Contract#;Serial;Model Name;Item Code;Item Name;Location Name;LFV
S51831/23;35C44625;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44201;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44193;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44215;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44197;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48769;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48821;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44306;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48817;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44220;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44338;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44332;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44318;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48840;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48765;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48841;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48839;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48829;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48795;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48896;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45599;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45602;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45510;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45509;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48825;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48870;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48788;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48794;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45605;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45628;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45631;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45609;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C47203;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C46929;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45430;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C42466;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45701;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45698;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45498;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45654;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48828;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45432;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45467;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45469;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45463;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48856;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48853;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48854;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48830;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44681;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45332;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45115;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45348;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45014;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45018;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45063;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45054;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44788;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45156;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45168;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45286;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44351;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44348;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45252;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44256;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C41752;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45293;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45002;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45009;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45010;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45052;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45007;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45298;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45179;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44948;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44997;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44174;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44829;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44766;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44983;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45016;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48814;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48833;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48895;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44141;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45626;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45462;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45473;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45504;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45416;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45560;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45414;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45531;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45039;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45037;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44697;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44630;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45499;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45502;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45542;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45497;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45457;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45410;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45555;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45419;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44240;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44631;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44645;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45534;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45532;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45563;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48811;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48793;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48799;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48791;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45429;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45415;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44211;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48836;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44213;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44325;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44336;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44315;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44196;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45558;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45413;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45561;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48796;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48804;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48860;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45491;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45699;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45496;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45696;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45530;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45533;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45428;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45446;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44236;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44229;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44225;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48862;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45695;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45687;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45655;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45636;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45425;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45464;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45426;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45537;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45540;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45535;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45650;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C44534;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45645;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45689;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45492;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45693;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C48855;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
S51831/23;35C45144;IR1643;5160C005AB;IR1643IF II 110-127VBR;TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;06.01.01
